match_id,date,stage,status,home_team,away_team,home_goals,away_goals,outcome
537337,2026-06-24T19:00:00Z,GROUP_STAGE,FINISHED,Switzerland,Canada,2.0,1.0,home_win
537338,2026-06-24T19:00:00Z,GROUP_STAGE,FINISHED,Bosnia-Herzegovina,Qatar,3.0,1.0,home_win
537344,2026-06-24T22:00:00Z,GROUP_STAGE,FINISHED,Morocco,Haiti,4.0,2.0,home_win
537343,2026-06-24T22:00:00Z,GROUP_STAGE,FINISHED,Scotland,Brazil,0.0,3.0,away_win
537331,2026-06-25T01:00:00Z,GROUP_STAGE,FINISHED,Czechia,Mexico,0.0,3.0,away_win
537332,2026-06-25T01:00:00Z,GROUP_STAGE,FINISHED,South Africa,South Korea,1.0,0.0,home_win
537355,2026-06-25T20:00:00Z,GROUP_STAGE,FINISHED,Ecuador,Germany,2.0,1.0,home_win
537356,2026-06-25T20:00:00Z,GROUP_STAGE,FINISHED,Curaçao,Ivory Coast,0.0,2.0,away_win
537361,2026-06-25T23:00:00Z,GROUP_STAGE,FINISHED,Tunisia,Netherlands,1.0,3.0,away_win
537362,2026-06-25T23:00:00Z,GROUP_STAGE,FINISHED,Japan,Sweden,1.0,1.0,draw
537349,2026-06-26T02:00:00Z,GROUP_STAGE,FINISHED,Turkey,United States,3.0,2.0,home_win
537350,2026-06-26T02:00:00Z,GROUP_STAGE,FINISHED,Paraguay,Australia,0.0,0.0,draw
537395,2026-06-26T19:00:00Z,GROUP_STAGE,FINISHED,Norway,France,1.0,4.0,away_win
537396,2026-06-26T19:00:00Z,GROUP_STAGE,FINISHED,Senegal,Iraq,5.0,0.0,home_win
537373,2026-06-27T00:00:00Z,GROUP_STAGE,FINISHED,Uruguay,Spain,0.0,1.0,away_win
537374,2026-06-27T00:00:00Z,GROUP_STAGE,FINISHED,Cape Verde Islands,Saudi Arabia,0.0,0.0,draw
537367,2026-06-27T03:00:00Z,GROUP_STAGE,FINISHED,New Zealand,Belgium,1.0,5.0,away_win
537368,2026-06-27T03:00:00Z,GROUP_STAGE,FINISHED,Egypt,Iran,1.0,1.0,draw
537413,2026-06-27T21:00:00Z,GROUP_STAGE,IN_PLAY,Panama,England,,,
537414,2026-06-27T21:00:00Z,GROUP_STAGE,LIVE,Croatia,Ghana,,,
537407,2026-06-27T23:30:00Z,GROUP_STAGE,TIMED,Colombia,Portugal,,,
537408,2026-06-27T23:30:00Z,GROUP_STAGE,TIMED,Congo DR,Uzbekistan,,,
537401,2026-06-28T02:00:00Z,GROUP_STAGE,TIMED,Jordan,Argentina,,,
537402,2026-06-28T02:00:00Z,GROUP_STAGE,TIMED,Algeria,Austria,,,
537417,2026-06-28T19:00:00Z,LAST_32,TIMED,South Africa,Canada,,,
537423,2026-06-29T17:00:00Z,LAST_32,TIMED,Brazil,Japan,,,
537418,2026-06-30T01:00:00Z,LAST_32,TIMED,Netherlands,Morocco,,,
537421,2026-07-02T00:00:00Z,LAST_32,TIMED,United States,Bosnia-Herzegovina,,,
